id,user_id,msg,link,read,created_at,updated_at
149,49,Your role was modified,/departments/1,unread,2022-08-03 05:49:28 UTC,2022-08-03 05:49:28 UTC
150,50,Your role was modified,/departments/1,unread,2022-08-03 05:49:28 UTC,2022-08-03 05:49:28 UTC
151,51,Your role was modified,/departments/1,unread,2022-08-03 05:49:28 UTC,2022-08-03 05:49:28 UTC
152,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 06:01:33 UTC,2022-08-03 06:01:33 UTC
153,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 06:03:17 UTC,2022-08-03 06:03:17 UTC
154,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 06:09:27 UTC,2022-08-03 06:09:27 UTC
155,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 06:14:00 UTC,2022-08-03 06:14:00 UTC
156,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 06:14:09 UTC,2022-08-03 06:14:09 UTC
157,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 06:14:36 UTC,2022-08-03 06:14:36 UTC
158,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 06:15:48 UTC,2022-08-03 06:15:48 UTC
159,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 06:17:55 UTC,2022-08-03 06:17:55 UTC
160,101,Welecome to Report Working App,/users/101,unread,2022-08-03 06:39:06 UTC,2022-08-03 06:39:06 UTC
161,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 06:44:21 UTC,2022-08-03 06:44:21 UTC
162,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 06:45:10 UTC,2022-08-03 06:45:10 UTC
163,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 06:46:38 UTC,2022-08-03 06:46:38 UTC
164,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 06:47:13 UTC,2022-08-03 06:47:13 UTC
165,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 07:18:31 UTC,2022-08-03 07:18:31 UTC
166,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 07:42:03 UTC,2022-08-03 07:42:03 UTC
167,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 07:42:06 UTC,2022-08-03 07:42:06 UTC
168,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 07:42:17 UTC,2022-08-03 07:42:17 UTC
169,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 08:06:05 UTC,2022-08-03 08:06:05 UTC
170,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 08:43:47 UTC,2022-08-03 08:43:47 UTC
171,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 08:43:52 UTC,2022-08-03 08:43:52 UTC
172,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 08:43:57 UTC,2022-08-03 08:43:57 UTC
173,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 08:45:07 UTC,2022-08-03 08:45:07 UTC
174,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 08:45:09 UTC,2022-08-03 08:45:09 UTC
175,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 08:48:58 UTC,2022-08-03 08:48:58 UTC
176,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 08:48:58 UTC,2022-08-03 08:48:58 UTC
177,101,"Your Profile has been updated, please check now",/users/101,unread,2022-08-03 08:49:10 UTC,2022-08-03 08:49:10 UTC
178,102,Welecome to Report Working App,/users/102,unread,2022-08-03 08:52:18 UTC,2022-08-03 08:52:18 UTC
179,102,"Your Profile has been updated, please check now",/users/102,unread,2022-08-03 08:52:18 UTC,2022-08-03 08:52:18 UTC
180,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 08:52:24 UTC,2022-08-03 08:52:24 UTC
181,102,"Your Profile has been updated, please check now",/users/102,unread,2022-08-03 08:52:29 UTC,2022-08-03 08:52:29 UTC
182,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 08:53:57 UTC,2022-08-03 08:53:57 UTC
183,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 08:58:16 UTC,2022-08-03 08:58:16 UTC
184,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 09:00:59 UTC,2022-08-03 09:00:59 UTC
185,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 09:02:08 UTC,2022-08-03 09:02:08 UTC
186,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 09:04:07 UTC,2022-08-03 09:04:07 UTC
187,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 09:08:18 UTC,2022-08-03 09:08:18 UTC
188,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 09:10:02 UTC,2022-08-03 09:10:02 UTC
189,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 09:10:19 UTC,2022-08-03 09:10:19 UTC
190,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 09:29:49 UTC,2022-08-03 09:29:49 UTC
191,1,"Your Profile has been updated, please check now",/users/1,unread,2022-08-03 09:57:03 UTC,2022-08-03 09:57:03 UTC
192,102,"Your Profile has been updated, please check now",/users/102,unread,2022-08-03 09:57:09 UTC,2022-08-03 09:57:09 UTC
193,102,"Your Profile has been updated, please check now",/users/102,unread,2022-08-03 10:00:53 UTC,2022-08-03 10:00:53 UTC
194,102,"Your Profile has been updated, please check now",/users/102,unread,2022-08-03 10:01:43 UTC,2022-08-03 10:01:43 UTC
195,102,"Your Profile has been updated, please check now",/users/102,unread,2022-08-03 10:01:46 UTC,2022-08-03 10:01:46 UTC
196,102,"Your Profile has been updated, please check now",/users/102,unread,2022-08-03 10:01:52 UTC,2022-08-03 10:01:52 UTC
197,102,"Your Profile has been updated, please check now",/users/102,unread,2022-08-03 10:02:02 UTC,2022-08-03 10:02:02 UTC
198,103,Welecome to Report Working App,/users/103,unread,2022-08-03 14:44:36 UTC,2022-08-03 14:44:36 UTC
199,103,"Your Profile has been updated, please check now",/users/103,unread,2022-08-03 14:44:38 UTC,2022-08-03 14:44:38 UTC
200,1,Your role was modified,/departments/1,unread,2022-08-04 14:13:08 UTC,2022-08-04 14:13:08 UTC
201,3,Your role was modified,/departments/1,unread,2022-08-04 14:13:10 UTC,2022-08-04 14:13:10 UTC
202,1,Your role was modified,/departments/1,unread,2022-08-04 14:13:34 UTC,2022-08-04 14:13:34 UTC
203,3,Your role was modified,/departments/1,unread,2022-08-04 14:13:35 UTC,2022-08-04 14:13:35 UTC
204,1,Your role was modified,/departments/2,unread,2022-08-04 14:16:33 UTC,2022-08-04 14:16:33 UTC
205,4,Your role was modified,/departments/2,unread,2022-08-04 14:16:35 UTC,2022-08-04 14:16:35 UTC
206,5,Your role was modified,/departments/2,unread,2022-08-04 14:16:36 UTC,2022-08-04 14:16:36 UTC
207,1,Your role was modified,/departments/4,unread,2022-08-04 14:16:38 UTC,2022-08-04 14:16:38 UTC
208,4,Your role was modified,/departments/4,unread,2022-08-04 14:16:39 UTC,2022-08-04 14:16:39 UTC
209,5,Your role was modified,/departments/4,unread,2022-08-04 14:16:41 UTC,2022-08-04 14:16:41 UTC
210,1,Welecome to Report Working App,/users/1,unread,2022-08-06 04:17:40 UTC,2022-08-06 04:17:40 UTC
211,3,Welecome to Report Working App,/users/3,unread,2022-08-06 04:17:42 UTC,2022-08-06 04:17:42 UTC
212,4,Welecome to Report Working App,/users/4,unread,2022-08-06 04:17:44 UTC,2022-08-06 04:17:44 UTC
213,5,Welecome to Report Working App,/users/5,unread,2022-08-06 04:17:45 UTC,2022-08-06 04:17:45 UTC
214,6,Welecome to Report Working App,/users/6,unread,2022-08-06 04:17:46 UTC,2022-08-06 04:17:46 UTC
215,7,Welecome to Report Working App,/users/7,unread,2022-08-06 04:17:48 UTC,2022-08-06 04:17:48 UTC
216,8,Welecome to Report Working App,/users/8,unread,2022-08-06 04:17:49 UTC,2022-08-06 04:17:49 UTC
217,9,Welecome to Report Working App,/users/9,unread,2022-08-06 04:17:51 UTC,2022-08-06 04:17:51 UTC
218,10,Welecome to Report Working App,/users/10,unread,2022-08-06 04:17:52 UTC,2022-08-06 04:17:52 UTC
219,11,Welecome to Report Working App,/users/11,unread,2022-08-06 04:17:54 UTC,2022-08-06 04:17:54 UTC
220,12,Welecome to Report Working App,/users/12,unread,2022-08-06 04:17:55 UTC,2022-08-06 04:17:55 UTC
221,13,Welecome to Report Working App,/users/13,unread,2022-08-06 04:17:57 UTC,2022-08-06 04:17:57 UTC
222,14,Welecome to Report Working App,/users/14,unread,2022-08-06 04:17:58 UTC,2022-08-06 04:17:58 UTC
223,15,Welecome to Report Working App,/users/15,unread,2022-08-06 04:18:00 UTC,2022-08-06 04:18:00 UTC
224,16,Welecome to Report Working App,/users/16,unread,2022-08-06 04:18:01 UTC,2022-08-06 04:18:01 UTC
225,17,Welecome to Report Working App,/users/17,unread,2022-08-06 04:18:02 UTC,2022-08-06 04:18:02 UTC
226,18,Welecome to Report Working App,/users/18,unread,2022-08-06 04:18:04 UTC,2022-08-06 04:18:04 UTC
227,19,Welecome to Report Working App,/users/19,unread,2022-08-06 04:18:05 UTC,2022-08-06 04:18:05 UTC
228,20,Welecome to Report Working App,/users/20,unread,2022-08-06 04:18:07 UTC,2022-08-06 04:18:07 UTC
229,21,Welecome to Report Working App,/users/21,unread,2022-08-06 04:18:08 UTC,2022-08-06 04:18:08 UTC
230,22,Welecome to Report Working App,/users/22,unread,2022-08-06 04:18:10 UTC,2022-08-06 04:18:10 UTC
231,23,Welecome to Report Working App,/users/23,unread,2022-08-06 04:18:11 UTC,2022-08-06 04:18:11 UTC
232,24,Welecome to Report Working App,/users/24,unread,2022-08-06 04:18:13 UTC,2022-08-06 04:18:13 UTC
233,25,Welecome to Report Working App,/users/25,unread,2022-08-06 04:18:14 UTC,2022-08-06 04:18:14 UTC
234,26,Welecome to Report Working App,/users/26,unread,2022-08-06 04:18:15 UTC,2022-08-06 04:18:15 UTC
235,27,Welecome to Report Working App,/users/27,unread,2022-08-06 04:18:17 UTC,2022-08-06 04:18:17 UTC
236,28,Welecome to Report Working App,/users/28,unread,2022-08-06 04:18:18 UTC,2022-08-06 04:18:18 UTC
237,29,Welecome to Report Working App,/users/29,unread,2022-08-06 04:18:19 UTC,2022-08-06 04:18:19 UTC
238,30,Welecome to Report Working App,/users/30,unread,2022-08-06 04:18:21 UTC,2022-08-06 04:18:21 UTC
239,31,Welecome to Report Working App,/users/31,unread,2022-08-06 04:18:22 UTC,2022-08-06 04:18:22 UTC
240,32,Welecome to Report Working App,/users/32,unread,2022-08-06 04:18:24 UTC,2022-08-06 04:18:24 UTC
241,33,Welecome to Report Working App,/users/33,unread,2022-08-06 04:18:25 UTC,2022-08-06 04:18:25 UTC
242,34,Welecome to Report Working App,/users/34,unread,2022-08-06 04:18:26 UTC,2022-08-06 04:18:26 UTC
243,35,Welecome to Report Working App,/users/35,unread,2022-08-06 04:18:28 UTC,2022-08-06 04:18:28 UTC
244,36,Welecome to Report Working App,/users/36,unread,2022-08-06 04:18:29 UTC,2022-08-06 04:18:29 UTC
245,37,Welecome to Report Working App,/users/37,unread,2022-08-06 04:18:31 UTC,2022-08-06 04:18:31 UTC
246,38,Welecome to Report Working App,/users/38,unread,2022-08-06 04:18:32 UTC,2022-08-06 04:18:32 UTC
